composerName,workTitle,composer_work,dateCount
"Novak,  Jan",DIDO,"Novak,  Jan_DIDO",5
"Offenbach,  Jacques","BELLE HELENE, LA","Offenbach,  Jacques_BELLE HELENE, LA",13
"Offenbach,  Jacques",GAITE PARISIENNE (ARR. Rosenthal),"Offenbach,  Jacques_GAITE PARISIENNE (ARR. Rosenthal)",15
"Offenbach,  Jacques","GRANDE DUCHESSE DE GEROLSTEIN, LA","Offenbach,  Jacques_GRANDE DUCHESSE DE GEROLSTEIN, LA",7
"Offenbach,  Jacques",ORPHEUS IN THE UNDERWORLD,"Offenbach,  Jacques_ORPHEUS IN THE UNDERWORLD",17
"Offenbach,  Jacques",ORPHEUS IN THE UNDERWORLD: OVERTURE (ARR. Binder),"Offenbach,  Jacques_ORPHEUS IN THE UNDERWORLD: OVERTURE (ARR. Binder)",21
"Offenbach,  Jacques",TALES OF HOFFMANN,"Offenbach,  Jacques_TALES OF HOFFMANN",11
"Offenbach,  Jacques","VIE PARISIENNE, LA","Offenbach,  Jacques_VIE PARISIENNE, LA",9
"Orff,  Carl",CARMINA BURANA,"Orff,  Carl_CARMINA BURANA",22
"Orff,  Carl","CHRISTMAS STORY, THE","Orff,  Carl_CHRISTMAS STORY, THE",5
"Paderewski,  Ignacy  Jan","POLISH FANTASIA, OP. 19","Paderewski,  Ignacy  Jan_POLISH FANTASIA, OP. 19",6
"Paganini,  Nicolò","CAPRICES, 24, OP. 1","Paganini,  Nicolò_CAPRICES, 24, OP. 1",19
"Paganini,  Nicolò","CONCERTO, VIOLIN, NO. 1, D MAJOR, OP. 6","Paganini,  Nicolò_CONCERTO, VIOLIN, NO. 1, D MAJOR, OP. 6",46
"Paganini,  Nicolò","CONCERTO, VIOLIN, NO. 2, B MINOR, OP.7","Paganini,  Nicolò_CONCERTO, VIOLIN, NO. 2, B MINOR, OP.7",5
"Paine,  John  Knowles",AS YOU LIKE IT OVERTURE,"Paine,  John  Knowles_AS YOU LIKE IT OVERTURE",6
"Paine,  John  Knowles","SYMPHONY NO. 1, OP. 23","Paine,  John  Knowles_SYMPHONY NO. 1, OP. 23",7
"Penderecki,  Krzysztof","CONCERTO, CELLO, NO. 2","Penderecki,  Krzysztof_CONCERTO, CELLO, NO. 2",5
"Penderecki,  Krzysztof","CONCERTO, VIOLIN, NO. 2 [METAMORPHOSEN]","Penderecki,  Krzysztof_CONCERTO, VIOLIN, NO. 2 [METAMORPHOSEN]",5
"Penderecki,  Krzysztof",DE NATURA SONORIS (NO. 2),"Penderecki,  Krzysztof_DE NATURA SONORIS (NO. 2)",6
"Penderecki,  Krzysztof",THRENODY TO THE VICTIMS OF HIROSHIMA,"Penderecki,  Krzysztof_THRENODY TO THE VICTIMS OF HIROSHIMA",7
"Pergolesi,  Giovanni  Battista",STABAT MATER,"Pergolesi,  Giovanni  Battista_STABAT MATER",10
"Pfitzner,  Hans","PALESTRINA, THREE PRELUDES FROM,","Pfitzner,  Hans_PALESTRINA, THREE PRELUDES FROM,",5
"Phile,  Philip","PRESIDENT'S MARCH, THE (HAIL, COLUMBIA)","Phile,  Philip_PRESIDENT'S MARCH, THE (HAIL, COLUMBIA)",8
"Pierne [Pierné],  Gabriel",CYDALISE,"Pierne [Pierné],  Gabriel_CYDALISE",6
"Pierpont,  James  Lord",JINGLE BELLS [UNSPECIFIED ARRANGEMENTS],"Pierpont,  James  Lord_JINGLE BELLS [UNSPECIFIED ARRANGEMENTS]",8
"Piston,  Walter","CONCERTO, ORCHESTRA","Piston,  Walter_CONCERTO, ORCHESTRA",12
"Piston,  Walter","INCREDIBLE FLUTIST, THE: SUITE","Piston,  Walter_INCREDIBLE FLUTIST, THE: SUITE",6
"Piston,  Walter",SYMPHONY NO. 2,"Piston,  Walter_SYMPHONY NO. 2",12
"Piston,  Walter",SYMPHONY NO. 4,"Piston,  Walter_SYMPHONY NO. 4",6
"Pollack,  Lew",THAT'S A PLENTY (BRASS QUINTET) (ARR. Cooper),"Pollack,  Lew_THAT'S A PLENTY (BRASS QUINTET) (ARR. Cooper)",45
"Ponchielli,  Amilcare","GIOCONDA, LA","Ponchielli,  Amilcare_GIOCONDA, LA",14
"Popper,  David","ELFENTANZ, OP. 39","Popper,  David_ELFENTANZ, OP. 39",6
"Porter,  Cole","KISS ME, KATE (SELECTIONS) (ARR. Bennett)","Porter,  Cole_KISS ME, KATE (SELECTIONS) (ARR. Bennett)",7
"Poulenc,  Francis","CONCERT CHAMPETRE, HARPSICHORD (OR PIANO)","Poulenc,  Francis_CONCERT CHAMPETRE, HARPSICHORD (OR PIANO)",10
"Poulenc,  Francis","CONCERTO, ORGAN, STRINGS, TIMPANI, G MINOR","Poulenc,  Francis_CONCERTO, ORGAN, STRINGS, TIMPANI, G MINOR",7
"Poulenc,  Francis","CONCERTO, TWO PIANOS, D MINOR","Poulenc,  Francis_CONCERTO, TWO PIANOS, D MINOR",16
"Poulenc,  Francis",GLORIA,"Poulenc,  Francis_GLORIA",9
"Previn,  Sir  André",SALLY CHISUM REMEMBERS BILLY THE KID,"Previn,  Sir  André_SALLY CHISUM REMEMBERS BILLY THE KID",5
"Prokofiev,  Sergei","A SUMMER DAY (CHILDREN'S SUITE), OP. 65BIS","Prokofiev,  Sergei_A SUMMER DAY (CHILDREN'S SUITE), OP. 65BIS",5
"Prokofiev,  Sergei","ALEXANDER NEVSKY CANTATA, OP. 78","Prokofiev,  Sergei_ALEXANDER NEVSKY CANTATA, OP. 78",12
"Prokofiev,  Sergei","CINDERELLA, OP. 87","Prokofiev,  Sergei_CINDERELLA, OP. 87",8
"Prokofiev,  Sergei","CINDERELLA: SUITE NO. 1, OP. 107","Prokofiev,  Sergei_CINDERELLA: SUITE NO. 1, OP. 107",8
"Prokofiev,  Sergei","CINDERELLA: SUITE NO. 3, OP. 109","Prokofiev,  Sergei_CINDERELLA: SUITE NO. 3, OP. 109",8
"Prokofiev,  Sergei","CONCERTO, PIANO, NO. 1, OP. 10, D FLAT MAJOR","Prokofiev,  Sergei_CONCERTO, PIANO, NO. 1, OP. 10, D FLAT MAJOR",16
"Prokofiev,  Sergei","CONCERTO, PIANO, NO. 2, OP. 16, G MINOR","Prokofiev,  Sergei_CONCERTO, PIANO, NO. 2, OP. 16, G MINOR",64
"Prokofiev,  Sergei","CONCERTO, PIANO, NO. 3, OP. 26, C MAJOR","Prokofiev,  Sergei_CONCERTO, PIANO, NO. 3, OP. 26, C MAJOR",96
"Prokofiev,  Sergei","CONCERTO, PIANO, NO. 4, OP. 53, (LEFT HAND)","Prokofiev,  Sergei_CONCERTO, PIANO, NO. 4, OP. 53, (LEFT HAND)",10
"Prokofiev,  Sergei","CONCERTO, PIANO, NO. 5, OP. 55","Prokofiev,  Sergei_CONCERTO, PIANO, NO. 5, OP. 55",8
"Prokofiev,  Sergei","CONCERTO, VIOLIN, NO. 1, OP. 19, D MAJOR","Prokofiev,  Sergei_CONCERTO, VIOLIN, NO. 1, OP. 19, D MAJOR",69
"Prokofiev,  Sergei","CONCERTO, VIOLIN, NO. 2, OP. 63, G MINOR","Prokofiev,  Sergei_CONCERTO, VIOLIN, NO. 2, OP. 63, G MINOR",52
"Prokofiev,  Sergei","LIEUTENANT KIJE, OP. 60: SUITE","Prokofiev,  Sergei_LIEUTENANT KIJE, OP. 60: SUITE",13
"Prokofiev,  Sergei","LOVE FOR THREE ORANGES: SUITE, OP. 33 A","Prokofiev,  Sergei_LOVE FOR THREE ORANGES: SUITE, OP. 33 A",16
"Prokofiev,  Sergei","PETER AND THE WOLF, OP.67","Prokofiev,  Sergei_PETER AND THE WOLF, OP.67",20
"Prokofiev,  Sergei","ROMEO AND JULIET, OP. 64","Prokofiev,  Sergei_ROMEO AND JULIET, OP. 64",7
"Prokofiev,  Sergei","ROMEO AND JULIET: SUITE NO. 1, OP. 64BIS","Prokofiev,  Sergei_ROMEO AND JULIET: SUITE NO. 1, OP. 64BIS",104
"Prokofiev,  Sergei","ROMEO AND JULIET: SUITE NO. 2, OP. 64TER","Prokofiev,  Sergei_ROMEO AND JULIET: SUITE NO. 2, OP. 64TER",94
"Prokofiev,  Sergei","ROMEO AND JULIET: SUITE NO. 3, OP. 101","Prokofiev,  Sergei_ROMEO AND JULIET: SUITE NO. 3, OP. 101",22
"Prokofiev,  Sergei","SCYTHIAN SUITE (ALA ET LOLLI), OP. 20","Prokofiev,  Sergei_SCYTHIAN SUITE (ALA ET LOLLI), OP. 20",31
"Prokofiev,  Sergei","SINFONIA CONCERTANTE, OP.125 (CON., CELLO, NO. 2)","Prokofiev,  Sergei_SINFONIA CONCERTANTE, OP.125 (CON., CELLO, NO. 2)",8
"Prokofiev,  Sergei","SONATA, PIANO, NO. 7, OP. 83","Prokofiev,  Sergei_SONATA, PIANO, NO. 7, OP. 83",6
"Prokofiev,  Sergei","STONE FLOWER, THE: WEDDING SUITE, OP. 126","Prokofiev,  Sergei_STONE FLOWER, THE: WEDDING SUITE, OP. 126",9
"Prokofiev,  Sergei","SYMPHONY NO. 1, OP. 25 (CLASSICAL)","Prokofiev,  Sergei_SYMPHONY NO. 1, OP. 25 (CLASSICAL)",81
"Prokofiev,  Sergei","SYMPHONY NO. 3, OP. 44","Prokofiev,  Sergei_SYMPHONY NO. 3, OP. 44",11
"Prokofiev,  Sergei","SYMPHONY NO. 5, OP. 100","Prokofiev,  Sergei_SYMPHONY NO. 5, OP. 100",85
"Prokofiev,  Sergei","SYMPHONY NO. 6, OP. 111","Prokofiev,  Sergei_SYMPHONY NO. 6, OP. 111",26
"Prokofiev,  Sergei","SYMPHONY NO. 7, OP. 131","Prokofiev,  Sergei_SYMPHONY NO. 7, OP. 131",12
"Prokofiev,  Sergei","TALE OF THE BUFFOON, THE (CHOUT): SUITE, OP. 21","Prokofiev,  Sergei_TALE OF THE BUFFOON, THE (CHOUT): SUITE, OP. 21",6
"Puccini,  Giacomo","BOHEME, LA","Puccini,  Giacomo_BOHEME, LA",16
"Puccini,  Giacomo","CRISANTEMI, I (THE CHRYSANTHEMUMS)","Puccini,  Giacomo_CRISANTEMI, I (THE CHRYSANTHEMUMS)",6
"Puccini,  Giacomo",GIANNI SCHICCHI,"Puccini,  Giacomo_GIANNI SCHICCHI",7
"Puccini,  Giacomo",MADAMA BUTTERFLY,"Puccini,  Giacomo_MADAMA BUTTERFLY",17
"Puccini,  Giacomo",MANON LESCAUT,"Puccini,  Giacomo_MANON LESCAUT",38
"Puccini,  Giacomo","RONDINE, LA","Puccini,  Giacomo_RONDINE, LA",21
"Puccini,  Giacomo",TOSCA,"Puccini,  Giacomo_TOSCA",22
"Purcell,  Henry",DIDO AND AENEAS,"Purcell,  Henry_DIDO AND AENEAS",5
"Purcell,  Henry","FAIRY QUEEN, THE: DANCE MOVEMENTS  (ARR. Barbirolli)","Purcell,  Henry_FAIRY QUEEN, THE: DANCE MOVEMENTS  (ARR. Barbirolli)",5
"Purcell,  Henry",TRUMPET PRELUDE (ARR. Wood),"Purcell,  Henry_TRUMPET PRELUDE (ARR. Wood)",9
"Purcell,  Henry",TRUMPET PRELUDE (TRUMPET VOLUNTARY),"Purcell,  Henry_TRUMPET PRELUDE (TRUMPET VOLUNTARY)",5
"Quilter,  Roger",CHILDREN'S OVERTURE,"Quilter,  Roger_CHILDREN'S OVERTURE",9
"Rachmaninoff,  Sergei",ALEKO,"Rachmaninoff,  Sergei_ALEKO",9
"Rachmaninoff,  Sergei","CONCERTO, PIANO, NO. 1, F SHARP MINOR, OP.1","Rachmaninoff,  Sergei_CONCERTO, PIANO, NO. 1, F SHARP MINOR, OP.1",39
"Rachmaninoff,  Sergei","CONCERTO, PIANO, NO. 2, C MINOR, OP. 18","Rachmaninoff,  Sergei_CONCERTO, PIANO, NO. 2, C MINOR, OP. 18",103
"Rachmaninoff,  Sergei","CONCERTO, PIANO, NO. 3, D MINOR, OP. 30","Rachmaninoff,  Sergei_CONCERTO, PIANO, NO. 3, D MINOR, OP. 30",113
"Rachmaninoff,  Sergei","CONCERTO, PIANO, NO. 4, G MINOR, OP. 40","Rachmaninoff,  Sergei_CONCERTO, PIANO, NO. 4, G MINOR, OP. 40",25
"Rachmaninoff,  Sergei",DAISIES,"Rachmaninoff,  Sergei_DAISIES",7
"Rachmaninoff,  Sergei","ISLE OF THE DEAD, OP. 29","Rachmaninoff,  Sergei_ISLE OF THE DEAD, OP. 29",34
"Rachmaninoff,  Sergei","PEASANT SONG, OP.4, NO. 5","Rachmaninoff,  Sergei_PEASANT SONG, OP.4, NO. 5",5
"Rachmaninoff,  Sergei","RHAPSODY ON A THEME OF PAGANINI, OP. 43","Rachmaninoff,  Sergei_RHAPSODY ON A THEME OF PAGANINI, OP. 43",103
"Rachmaninoff,  Sergei","SYMPHONIC DANCES, OP. 45","Rachmaninoff,  Sergei_SYMPHONIC DANCES, OP. 45",48
"Rachmaninoff,  Sergei","SYMPHONY NO. 2, E MINOR, OP. 27","Rachmaninoff,  Sergei_SYMPHONY NO. 2, E MINOR, OP. 27",89
"Rachmaninoff,  Sergei","SYMPHONY NO. 3, A MINOR, OP. 44","Rachmaninoff,  Sergei_SYMPHONY NO. 3, A MINOR, OP. 44",24
"Rachmaninoff,  Sergei",VOCALISE,"Rachmaninoff,  Sergei_VOCALISE",25
"Raff,  Joachim","SYMPHONY NO. 3, F MAJOR, OP.153 (IM WALDE)","Raff,  Joachim_SYMPHONY NO. 3, F MAJOR, OP.153 (IM WALDE)",9
"Raff,  Joachim","SYMPHONY NO. 5 (LENORE) E MAJOR, OP. 177","Raff,  Joachim_SYMPHONY NO. 5 (LENORE) E MAJOR, OP. 177",8
"Rameau,  Jean-Philippe",ACANTE ET CÉPHISE SUITE,"Rameau,  Jean-Philippe_ACANTE ET CÉPHISE SUITE",7
"Rameau,  Jean-Philippe","INDES GALANTES, LES: BALLET SUITE (ARR. Wolff)","Rameau,  Jean-Philippe_INDES GALANTES, LES: BALLET SUITE (ARR. Wolff)",5
"Ravel,  Maurice",ALBORADA DEL GRACIOSO,"Ravel,  Maurice_ALBORADA DEL GRACIOSO",45
"Ravel,  Maurice","BARQUE SUR L'OCEAN, UNE","Ravel,  Maurice_BARQUE SUR L'OCEAN, UNE",8
"Ravel,  Maurice",BOLERO [BOLÉRO],"Ravel,  Maurice_BOLERO [BOLÉRO]",92
"Ravel,  Maurice","CONCERTO, PIANO, D MAJOR (LEFT HAND)","Ravel,  Maurice_CONCERTO, PIANO, D MAJOR (LEFT HAND)",56
"Ravel,  Maurice","CONCERTO, PIANO, G MAJOR","Ravel,  Maurice_CONCERTO, PIANO, G MAJOR",115
"Ravel,  Maurice",DAPHNIS AND CHLOE,"Ravel,  Maurice_DAPHNIS AND CHLOE",19
"Ravel,  Maurice",DAPHNIS AND CHLOE: SUITE NO. 1,"Ravel,  Maurice_DAPHNIS AND CHLOE: SUITE NO. 1",16
"Ravel,  Maurice",DAPHNIS AND CHLOE: SUITE NO. 2,"Ravel,  Maurice_DAPHNIS AND CHLOE: SUITE NO. 2",193
"Ravel,  Maurice",DON QUIXOTE AND DULCINEA,"Ravel,  Maurice_DON QUIXOTE AND DULCINEA",5
"Ravel,  Maurice",FIVE O'CLOCK FOX TROT (ARR. Branga),"Ravel,  Maurice_FIVE O'CLOCK FOX TROT (ARR. Branga)",5
"Ravel,  Maurice",INTRODUCTION AND ALLEGRO FOR HARP WITH FL/CL/STRINGS,"Ravel,  Maurice_INTRODUCTION AND ALLEGRO FOR HARP WITH FL/CL/STRINGS",12
"Ravel,  Maurice",MA MÈRE L'OYE (MOTHER GOOSE): BALLET,"Ravel,  Maurice_MA MÈRE L'OYE (MOTHER GOOSE): BALLET",25
"Ravel,  Maurice",MA MÈRE L'OYE (MOTHER GOOSE): SUITE (ORCHESTRA),"Ravel,  Maurice_MA MÈRE L'OYE (MOTHER GOOSE): SUITE (ORCHESTRA)",65
"Ravel,  Maurice",PAVANE POUR UNE INFANTE DEFUNTE,"Ravel,  Maurice_PAVANE POUR UNE INFANTE DEFUNTE",23
"Ravel,  Maurice",RAPSODIE ESPAGNOLE,"Ravel,  Maurice_RAPSODIE ESPAGNOLE",79
"Ravel,  Maurice",SHEHERAZADE,"Ravel,  Maurice_SHEHERAZADE",45
"Ravel,  Maurice","TOMBEAU DE COUPERIN, LE","Ravel,  Maurice_TOMBEAU DE COUPERIN, LE",39
"Ravel,  Maurice",TZIGANE,"Ravel,  Maurice_TZIGANE",35
"Ravel,  Maurice","VALSE, LA","Ravel,  Maurice_VALSE, LA",193
"Ravel,  Maurice",VALSES NOBLES ET SENTIMENTALES,"Ravel,  Maurice_VALSES NOBLES ET SENTIMENTALES",39
"Redner,  Lewis",O LITTLE TOWN OF BETHLEHEM (ORCH.) (ARR. Gerike),"Redner,  Lewis_O LITTLE TOWN OF BETHLEHEM (ORCH.) (ARR. Gerike)",5
"Reger,  Max","BALLET SUITE, OP. 130","Reger,  Max_BALLET SUITE, OP. 130",8
"Reger,  Max","VARIATIONS AND FUGUE ON A MERRY THEME, OP. 100","Reger,  Max_VARIATIONS AND FUGUE ON A MERRY THEME, OP. 100",6
"Reger,  Max","VARIATIONS AND FUGUE ON A THEME OF MOZART, OP. 132","Reger,  Max_VARIATIONS AND FUGUE ON A THEME OF MOZART, OP. 132",20
"Respighi,  Ottorino",ANCIENT AIRS AND DANCES (SUITE NO. 2),"Respighi,  Ottorino_ANCIENT AIRS AND DANCES (SUITE NO. 2)",8
"Respighi,  Ottorino","BIRDS, THE (GLI UCCELLI)","Respighi,  Ottorino_BIRDS, THE (GLI UCCELLI)",14
"Respighi,  Ottorino",CHURCH WINDOWS (VETRATE DI CHIESA),"Respighi,  Ottorino_CHURCH WINDOWS (VETRATE DI CHIESA)",5
"Respighi,  Ottorino",FOUNTAINS OF ROME (FONTANE DI ROMA),"Respighi,  Ottorino_FOUNTAINS OF ROME (FONTANE DI ROMA)",39
"Respighi,  Ottorino",PINES OF ROME (PINI DI ROMA),"Respighi,  Ottorino_PINES OF ROME (PINI DI ROMA)",45
"Respighi,  Ottorino",ROMAN FESTIVALS (FESTE ROMANE),"Respighi,  Ottorino_ROMAN FESTIVALS (FESTE ROMANE)",18
"Respighi,  Ottorino",ROSSINIANA,"Respighi,  Ottorino_ROSSINIANA",6
"Respighi,  Ottorino",TRITTICO BOTTICELLIANO,"Respighi,  Ottorino_TRITTICO BOTTICELLIANO",7
"Revueltas,  Silvestre",SENSEMAYA,"Revueltas,  Silvestre_SENSEMAYA",8
"Reznicek,  Emil  Nikolaus von",DONNA DIANA,"Reznicek,  Emil  Nikolaus von_DONNA DIANA",20
"Riegger,  Wallingford","STUDY IN SONORITY, OP. 7","Riegger,  Wallingford_STUDY IN SONORITY, OP. 7",12
"Rieti,  Vittorio","CONCERTO, QUINTET OF WINDS","Rieti,  Vittorio_CONCERTO, QUINTET OF WINDS",14
"Rimsky-Korsakov,  Nikolai","CAPRICCIO ESPAGNOL, OP. 34","Rimsky-Korsakov,  Nikolai_CAPRICCIO ESPAGNOL, OP. 34",147
"Rimsky-Korsakov,  Nikolai",CHANSON INDOUE,"Rimsky-Korsakov,  Nikolai_CHANSON INDOUE",5
"Rimsky-Korsakov,  Nikolai",CHRISTMAS EVE: SUITE,"Rimsky-Korsakov,  Nikolai_CHRISTMAS EVE: SUITE",10
"Rimsky-Korsakov,  Nikolai","COQ D'OR, LE: OPERA","Rimsky-Korsakov,  Nikolai_COQ D'OR, LE: OPERA",6
"Rimsky-Korsakov,  Nikolai","COQ D'OR, LE: SUITE (ARR. Steinberg)","Rimsky-Korsakov,  Nikolai_COQ D'OR, LE: SUITE (ARR. Steinberg)",10
"Rimsky-Korsakov,  Nikolai","MAID OF PSKOV, THE (OR IVAN THE TERRIBLE): OVERTURE","Rimsky-Korsakov,  Nikolai_MAID OF PSKOV, THE (OR IVAN THE TERRIBLE): OVERTURE",8
"Rimsky-Korsakov,  Nikolai","RUSSIAN EASTER OVERTURE, OP. 36","Rimsky-Korsakov,  Nikolai_RUSSIAN EASTER OVERTURE, OP. 36",25
"Rimsky-Korsakov,  Nikolai","SCHEHERAZADE, OP. 35","Rimsky-Korsakov,  Nikolai_SCHEHERAZADE, OP. 35",153
"Rimsky-Korsakov,  Nikolai",SHEPHERD LEHL,"Rimsky-Korsakov,  Nikolai_SHEPHERD LEHL",5
"Rimsky-Korsakov,  Nikolai",SNOW MAIDEN (SNEGOUROTCHKA): SUITE,"Rimsky-Korsakov,  Nikolai_SNOW MAIDEN (SNEGOUROTCHKA): SUITE",10
"Rimsky-Korsakov,  Nikolai","SYMPHONY NO. 2, OP.9, ""ANTAR""","Rimsky-Korsakov,  Nikolai_SYMPHONY NO. 2, OP.9, ""ANTAR""",7
"Rimsky-Korsakov,  Nikolai","TALE OF TSAR SALTAN, THE, OP. 57: SUITE (REV. W/ FLT OF BUMBLE-BEE)","Rimsky-Korsakov,  Nikolai_TALE OF TSAR SALTAN, THE, OP. 57: SUITE (REV. W/ FLT OF BUMBLE-BEE)",19
"Rimsky-Korsakov,  Nikolai","TSAR'S BRIDE, THE","Rimsky-Korsakov,  Nikolai_TSAR'S BRIDE, THE",9
"Rodgers,  Richard",CAROUSEL,"Rodgers,  Richard_CAROUSEL",12
"Rodgers,  Richard",CAROUSEL: THE CAROUSEL WALTZES (ARR. Walker),"Rodgers,  Richard_CAROUSEL: THE CAROUSEL WALTZES (ARR. Walker)",10
"Rodgers,  Richard",ON YOUR TOES,"Rodgers,  Richard_ON YOUR TOES",9
"Rodgers,  Richard",SOUTH PACIFIC: SYMPHONIC SCENARIO (ARR. Bennett),"Rodgers,  Richard_SOUTH PACIFIC: SYMPHONIC SCENARIO (ARR. Bennett)",7
"Rodgers,  Richard",STATE FAIR,"Rodgers,  Richard_STATE FAIR",5
"Rodrigo,  Joaquín",CONCIERTO DE ARANJUEZ (GUITAR AND ORCHESTRA),"Rodrigo,  Joaquín_CONCIERTO DE ARANJUEZ (GUITAR AND ORCHESTRA)",12
"Roger-Ducasse,  Jean",SARABANDE,"Roger-Ducasse,  Jean_SARABANDE",9
"Rorem,  Ned","CONCERTO, ENGLISH HORN","Rorem,  Ned_CONCERTO, ENGLISH HORN",16
"Rossini,  Gioachino","ASSEDIO DI CORINTO, L'","Rossini,  Gioachino_ASSEDIO DI CORINTO, L'",12
"Rossini,  Gioachino","BARBIERE DI SIVIGLIA, IL (THE BARBER OF SEVILLE)","Rossini,  Gioachino_BARBIERE DI SIVIGLIA, IL (THE BARBER OF SEVILLE)",29
"Rossini,  Gioachino","CENERENTOLA, LA","Rossini,  Gioachino_CENERENTOLA, LA",10
"Rossini,  Gioachino","GAZZA LADRA, LA","Rossini,  Gioachino_GAZZA LADRA, LA",40
"Rossini,  Gioachino","ITALIANA IN ALGERI, L'","Rossini,  Gioachino_ITALIANA IN ALGERI, L'",43
"Rossini,  Gioachino",MESSA SOLENNE,"Rossini,  Gioachino_MESSA SOLENNE",5
"Rossini,  Gioachino","SCALA DI SETA, LA (THE SILKEN LADDER)","Rossini,  Gioachino_SCALA DI SETA, LA (THE SILKEN LADDER)",29
"Rossini,  Gioachino",SEMIRAMIDE,"Rossini,  Gioachino_SEMIRAMIDE",45
"Rossini,  Gioachino",STABAT MATER,"Rossini,  Gioachino_STABAT MATER",7
"Rossini,  Gioachino",TANCREDI,"Rossini,  Gioachino_TANCREDI",6
"Rossini,  Gioachino","VIAGGIO A REIMS, IL","Rossini,  Gioachino_VIAGGIO A REIMS, IL",11
"Rossini,  Gioachino",WILLIAM TELL,"Rossini,  Gioachino_WILLIAM TELL",62
"Roukens,  Joey",BOUNDLESS (HOMAGE TO L. B.),"Roukens,  Joey_BOUNDLESS (HOMAGE TO L. B.)",5
"Rouse,  Christopher","CONCERTO, OBOE","Rouse,  Christopher_CONCERTO, OBOE",5
"Rouse,  Christopher",PROSPERO'S ROOMS,"Rouse,  Christopher_PROSPERO'S ROOMS",8
"Rouse,  Christopher",RAPTURE,"Rouse,  Christopher_RAPTURE",11
"Rouse,  Christopher",SEEING [PIANO CONCERTO],"Rouse,  Christopher_SEEING [PIANO CONCERTO]",8
"Rouse,  Christopher",THUNDERSTUCK,"Rouse,  Christopher_THUNDERSTUCK",5
"Roussel,  Albert","BACCHUS ET ARIANE, OP.43: SUITE NO. 2","Roussel,  Albert_BACCHUS ET ARIANE, OP.43: SUITE NO. 2",13
"Roussel,  Albert","LE FESTIN DE L'ARAIGNE (THE SPIDER'S FEAST), OP. 17","Roussel,  Albert_LE FESTIN DE L'ARAIGNE (THE SPIDER'S FEAST), OP. 17",8
"Roussel,  Albert","SYMPHONY NO. 3, G MINOR, OP. 42","Roussel,  Albert_SYMPHONY NO. 3, G MINOR, OP. 42",27
"Roussel,  Albert","SYMPHONY NO. 4, A MAJOR, OP. 53","Roussel,  Albert_SYMPHONY NO. 4, A MAJOR, OP. 53",9
"Rubinstein,  Anton","CONCERTO, PIANO, NO. 3, G MAJOR, OP. 45","Rubinstein,  Anton_CONCERTO, PIANO, NO. 3, G MAJOR, OP. 45",6
"Rubinstein,  Anton","CONCERTO, PIANO, NO. 4, D MINOR, OP. 70","Rubinstein,  Anton_CONCERTO, PIANO, NO. 4, D MINOR, OP. 70",27
"Rubinstein,  Anton","CONCERTO, PIANO, NO. 5, E FLAT MAJOR, OP. 94","Rubinstein,  Anton_CONCERTO, PIANO, NO. 5, E FLAT MAJOR, OP. 94",7
"Rubinstein,  Anton","SYMPHONY NO. 2, C MAJOR, OP.42, (OCEAN) (1851 VERSION)","Rubinstein,  Anton_SYMPHONY NO. 2, C MAJOR, OP.42, (OCEAN) (1851 VERSION)",9
"Ruggles,  Carl",MEN AND MOUNTAINS (LARGE ORCH. VERSION),"Ruggles,  Carl_MEN AND MOUNTAINS (LARGE ORCH. VERSION)",8
"Saint-Saens [Saint-Saëns],  Camille",CARNIVAL OF THE ANIMALS,"Saint-Saens [Saint-Saëns],  Camille_CARNIVAL OF THE ANIMALS",36
"Saint-Saens [Saint-Saëns],  Camille","CONCERTO, CELLO, NO. 1, A MINOR, OP. 33","Saint-Saens [Saint-Saëns],  Camille_CONCERTO, CELLO, NO. 1, A MINOR, OP. 33",66
"Saint-Saens [Saint-Saëns],  Camille","CONCERTO, PIANO, NO. 2, G MINOR, OP. 22","Saint-Saens [Saint-Saëns],  Camille_CONCERTO, PIANO, NO. 2, G MINOR, OP. 22",51
"Saint-Saens [Saint-Saëns],  Camille","CONCERTO, PIANO, NO. 4, C MINOR, OP. 44","Saint-Saens [Saint-Saëns],  Camille_CONCERTO, PIANO, NO. 4, C MINOR, OP. 44",32
"Saint-Saens [Saint-Saëns],  Camille","CONCERTO, PIANO, NO. 5, OP. 103, F MAJOR (EGYPTIAN)","Saint-Saens [Saint-Saëns],  Camille_CONCERTO, PIANO, NO. 5, OP. 103, F MAJOR (EGYPTIAN)",11
"Saint-Saens [Saint-Saëns],  Camille","CONCERTO, VIOLIN, NO. 3, OP. 61, B MINOR","Saint-Saens [Saint-Saëns],  Camille_CONCERTO, VIOLIN, NO. 3, OP. 61, B MINOR",64
"Saint-Saens [Saint-Saëns],  Camille","DANSE MACABRE, OP. 40","Saint-Saens [Saint-Saëns],  Camille_DANSE MACABRE, OP. 40",34
"Saint-Saens [Saint-Saëns],  Camille","DELUGE, LE, OP. 45","Saint-Saens [Saint-Saëns],  Camille_DELUGE, LE, OP. 45",9
"Saint-Saens [Saint-Saëns],  Camille","INTRODUCTION AND RONDO CAPRICCIOSO, OP. 28","Saint-Saens [Saint-Saëns],  Camille_INTRODUCTION AND RONDO CAPRICCIOSO, OP. 28",54
"Saint-Saens [Saint-Saëns],  Camille","PHAETON, OP. 39","Saint-Saens [Saint-Saëns],  Camille_PHAETON, OP. 39",9
